Row No.,DBMS,In-memory,"column-
orientedness", Multi-GPU,RAM size (GB),Evolution,Interconnect,"Database 
Size (GB)",Query Name,aggregation,subquery,# of joins,"# of attributes 
to be referenced 
(on the fact table)",# of (projection+selection) attributes to be referenced by query,"# of all tables 
to be referenced","# of distinct tables
 to be referenced",case-when,order by,HtoD time (㎲),DtoH time (㎲),GPU Page Fault,"# of kernels 
invoked","GPU utilization
(Kernel Time, ㎲)","GPU Utilization 
(Kernel Time, %)",Elapsed Time (㎲),"Elapsed Time 
on NVProf (ms)","Profiling 
Overhead (ms)","cudaLaunchKernel 
start time (ms)",,
609,PG-Strom,F,F,F,48,2080ti,-,128,Q11,T,T,4,0,8,6,3,F,T,3282280,3327220,67008,901,935726.03,,16091412,17105.025,10.28527,,,
610,PG-Strom,F,F,F,48,2080ti,-,128,Q12,T,F,1,5,7,2,2,T,T,12771890,14952320,148009,2873,2152870,,129180177,134311.741,9.33751,,,
611,PG-Strom,F,F,F,48,2080ti,-,128,Q14,T,F,1,4,6,2,2,T,F,10823880,12606380,312485,2019,2887220,,99751485,102981.06,7.44406,,,
612,PG-Strom,F,F,F,48,2080ti,-,128,Q15,T,T,1,4,8,2,2,F,T,10837020,12643530,432074,1974,2112070,,93553412,91310.289,7.77776,,,
613,PG-Strom,F,F,F,48,2080ti,-,128,Q16,T,T,1,0,8,3,3,F,T,2075310,2159870,63383,367,568493.54,,55869695,58049.383,8.84651,,,
614,PG-Strom,F,F,F,48,2080ti,-,128,Q19,T,F,1,6,10,2,2,F,F,11110990,11765530,225962,4007,5058390,,91632688,93364.72,9.43765,,,
615,PG-Strom,F,F,F,48,2080ti,-,128,Q22,T,T,0,0,4,3,2,F,T,320212.57,361382.27,6427,61,152675.7,,65446534,61932.674,6.10273,,,
616,PG-Strom,F,F,F,64,2080ti,-,1,Q1,T,F,0,7,7,1,1,F,T,88385.86,55088.7,7406,71,196892.08,,496389,870.543,6.13725,,,
617,PG-Strom,F,F,F,64,2080ti,-,1,Q2,T,T,8,0,16,10,5,F,T,13641.16,1018.65,692,5,4939.35,,339213,617.555,5.48888,,,
618,PG-Strom,F,F,F,64,2080ti,-,1,Q3,T,F,2,4,10,3,3,F,T,110526.3,100837.79,2741,23,22290.31,,1981972,2302.206,6.21274,,,
619,PG-Strom,F,F,F,64,2080ti,-,1,Q4,T,T,0,3,7,2,2,F,T,28988.4,21662.33,311,6,2208.09,,339864,750.336,6.20325,,,
620,PG-Strom,F,F,F,64,2080ti,-,1,Q5,T,F,5,4,16,6,6,F,T,23457.88,634.368,1205,11,15059.24,,426440,755.269,6.79775,,,
621,PG-Strom,F,F,F,64,2080ti,-,1,Q6,T,F,0,4,4,1,1,F,F,86968.63,69106.25,2033,37,34116.67,,508210,854.486,6.15762,,,
622,PG-Strom,F,F,F,64,2080ti,-,1,Q7,T,T,5,5,15,6,5,F,T,22940.12,1065.25,1149,10,12921.03,,466430,873.265,7.51627,,,
623,PG-Strom,F,F,F,64,2080ti,-,1,Q8,T,T,7,5,19,8,8,T,T,21260.31,3434.06,858,7,4245,,629646,988.521,5.44234,,,
624,PG-Strom,F,F,F,64,2080ti,-,1,Q9,T,T,5,6,16,6,6,F,T,,,,,,,,-,,,,
625,PG-Strom,F,F,F,64,2080ti,-,1,Q10,T,F,3,4,16,4,4,F,T,,,,,,,,-,,,,
626,PG-Strom,F,F,F,64,2080ti,-,1,Q11,T,T,4,0,8,6,3,F,T,25991.45,20265.02,976,9,6302.69,,412469,959.924,6.37733,,,
627,PG-Strom,F,F,F,64,2080ti,-,1,Q12,T,F,1,5,7,2,2,T,T,105526.83,104629.72,1725,32,19165.18,,996079,1337.931,7.79796,,,
628,PG-Strom,F,F,F,64,2080ti,-,1,Q13,T,T,1,0,6,2,2,F,T,25071.68,19510.16,1381,6,26547.81,,660181,973.82,5.51577,,,
629,PG-Strom,F,F,F,64,2080ti,-,1,Q14,T,F,1,4,6,2,2,T,F,90841.3,97234.63,2461,26,19077.6,,945325,1277.695,7.94175,,,
630,PG-Strom,F,F,F,64,2080ti,-,1,Q15,T,T,1,4,8,2,2,F,T,95230.12,97080.41,1910,18,8178.07,,567060,949.632,5.21515,,,
631,PG-Strom,F,F,F,64,2080ti,-,1,Q16,T,T,1,0,8,3,3,F,T,6931.94,999.102,401,4,15078.78,,730500,980.699,5.44692,,,
632,PG-Strom,F,F,F,64,2080ti,-,1,Q17,T,T,2,3,6,3,2,F,F,170672.39,168450.41,8139,84,300724.69,,1897015,2414.282,8.3422,,,
633,PG-Strom,F,F,F,64,2080ti,-,1,Q18,T,T,2,2,8,4,3,F,T,104050.37,98354.7,2537,22,11285.06,,2683096,3005.126,6.61359,,,
634,PG-Strom,F,F,F,64,2080ti,-,1,Q19,T,F,1,6,10,2,2,F,F,86455.79,95581.31,1215,20,29965.86,,990710,1317.116,7.43088,,,
635,PG-Strom,F,F,F,64,2080ti,-,1,Q20,T,T,2,3,17,5,5,F,T,,,,,,,,err,,,,
636,PG-Strom,F,F,F,64,2080ti,-,1,Q21,T,T,3,4,16,6,4,F,T,106369.46,89589.01,3118,24,27017.02,,1152868,1469.336,6.90858,,,
637,PG-Strom,F,F,F,64,2080ti,-,1,Q22,T,T,0,0,4,3,2,F,T,,,,,,,349939,-,,,,
638,PG-Strom,F,F,F,64,2080ti,-,2,Q1,T,F,0,7,7,1,1,F,T,170043.49,154801.72,10406,131,481297.57,,1018177,1496.658,6.12648,,,
639,PG-Strom,F,F,F,64,2080ti,-,2,Q2,T,T,8,0,16,10,5,F,T,42208.58,19632.98,1466,11,11445.89,,552731,942.496,6.64834,,,
640,PG-Strom,F,F,F,64,2080ti,-,2,Q3,T,F,2,4,10,3,3,F,T,215750.87,211800.48,5467,41,40502.19,,3882501,4277.215,6.1109,,,
641,PG-Strom,F,F,F,64,2080ti,-,2,Q4,T,T,0,3,7,2,2,F,T,47652.77,43249.7,472,9,3372.36,,499304,980.277,7.30242,,,
642,PG-Strom,F,F,F,64,2080ti,-,2,Q5,T,F,5,4,16,6,6,F,T,55988.1,47226.44,1915,16,18130.45,,926506,1372.844,8.0391,,,
643,PG-Strom,F,F,F,64,2080ti,-,2,Q6,T,F,0,4,4,1,1,F,F,165851.33,153734.07,4160,69,53999.32,,866746,1294.434,6.28348,,,
644,PG-Strom,F,F,F,64,2080ti,-,2,Q7,T,T,5,5,15,6,5,F,T,42540.54,7233.07,1825,15,16886.71,,749430,1166.884,6.99627,,,
645,PG-Strom,F,F,F,64,2080ti,-,2,Q8,T,T,7,5,19,8,8,T,T,40294.88,22986.79,1409,11,8053.04,,1114859,1452.85,5.29991,,,
646,PG-Strom,F,F,F,64,2080ti,-,2,Q9,T,T,5,6,16,6,6,F,T,189102.85,158830.13,4335,33,78872.06,,2376822,2749.472,5.42647,,,
647,PG-Strom,F,F,F,64,2080ti,-,2,Q10,T,F,3,4,16,4,4,F,T,217228.82,238610.03,6078,43,47009.38,,3119595,3658.452,7.77068,,,
648,PG-Strom,F,F,F,64,2080ti,-,2,Q11,T,T,4,0,8,6,3,F,T,58157.23,35629,1350,18,12470.38,,553158,1043.077,7.69222,,,
649,PG-Strom,F,F,F,64,2080ti,-,2,Q12,T,F,1,5,7,2,2,T,T,210222.9,217273.77,2635,55,41017.87,,1752231,2178.778,7.6572,,,
650,PG-Strom,F,F,F,64,2080ti,-,2,Q13,T,T,1,0,6,2,2,F,T,,,,,,,,,,,,
651,PG-Strom,F,F,F,64,2080ti,-,2,Q14,T,F,1,4,6,2,2,T,F,171028.57,192664.37,4902,41,28524.3,,1662976,2116.252,8.86558,,,
652,PG-Strom,F,F,F,64,2080ti,-,2,Q15,T,T,1,4,8,2,2,F,T,169485.64,186673.49,3068,33,65026.07,,1056220,1551.824,6.4074,,,
653,PG-Strom,F,F,F,64,2080ti,-,2,Q16,T,T,1,0,8,3,3,F,T,36283.39,32830.39,1008,8,8729.34,,942964,1257.412,6.72792,,,
654,PG-Strom,F,F,F,64,2080ti,-,2,Q17,T,T,2,3,6,3,2,F,F,344767.9,342727.22,15172,159,327560.7,,3760304,4085.388,8.46646,,,
655,PG-Strom,F,F,F,64,2080ti,-,2,Q18,T,T,2,2,8,4,3,F,T,,,,,,,,x,,,,
656,PG-Strom,F,F,F,64,2080ti,-,2,Q19,T,F,1,6,10,2,2,F,F,170901.14,190935.68,1915,35,50536.8,,1764125,2119.593,7.60434,,,
657,PG-Strom,F,F,F,64,2080ti,-,2,Q20,T,T,2,3,17,5,5,F,T,,,,,,,,err,,,,
658,PG-Strom,F,F,F,64,2080ti,-,2,Q21,T,T,3,4,16,6,4,F,T,218226.19,195251.81,5450,42,52623.61,,2095504,2501.248,6.55683,,,
659,PG-Strom,F,F,F,64,2080ti,-,2,Q22,T,T,0,0,4,3,2,F,T,5100.62,5769.7,140,1,909.212,,917219,1287.345,5.39602,,,
660,PG-Strom,F,F,F,64,2080ti,-,4,Q1,T,F,0,7,7,1,1,F,T,338866.68,325432.35,16400,255,757187.4,,1781621,2083.952,6.04463,,,
661,PG-Strom,F,F,F,64,2080ti,-,4,Q2,T,T,8,0,16,10,5,F,T,92175.77,73667.2,3058,30,58426.46,,929564,1295.941,10.7675,,,
662,PG-Strom,F,F,F,64,2080ti,-,4,Q3,T,F,2,4,10,3,3,F,T,433421.18,410908.58,9920,83,170206.87,,2221379,2665.316,7.18002,,,
663,PG-Strom,F,F,F,64,2080ti,-,4,Q4,T,T,0,3,7,2,2,F,T,83411.61,85821.72,784,15,12669.76,,808030,1233.988,5.35619,,,
664,PG-Strom,F,F,F,64,2080ti,-,4,Q5,T,F,5,4,16,6,6,F,T,107721.11,92221.41,3224,23,22676.02,,1605279,2101.687,7.98974,,,
665,PG-Strom,F,F,F,64,2080ti,-,4,Q6,T,F,0,4,4,1,1,F,F,331266.19,325141.32,8151,129,97008.7,,1497011,1933.393,6.25895,,,
666,PG-Strom,F,F,F,64,2080ti,-,4,Q7,T,T,5,5,15,6,5,F,T,354454.19,343068.26,9127,67,82626.01,,4230839,4766.04,6.89253,,,
667,PG-Strom,F,F,F,64,2080ti,-,4,Q8,T,T,7,5,19,8,8,T,T,115373.72,91831.15,3180,23,21438.01,,2537762,3175.179,8.1633,,,
668,PG-Strom,F,F,F,64,2080ti,-,4,Q9,T,T,5,6,16,6,6,F,T,345011.11,335169.83,10021,64,104706.54,,4794181,5209.56,9.52263,,,
669,PG-Strom,F,F,F,64,2080ti,-,4,Q10,T,F,3,4,16,4,4,F,T,427289.36,473666.78,14248,82,79287.37,,6191444,6837.243,7.77085,,,
670,PG-Strom,F,F,F,64,2080ti,-,4,Q11,T,T,4,0,8,6,3,F,T,110877.26,76977.01,2772,37,28382.66,,749466,1236.086,7.63907,,,
671,PG-Strom,F,F,F,64,2080ti,-,4,Q12,T,F,1,5,7,2,2,T,T,405996.36,453840.78,4860,98,66844.55,,3590830,4133.575,7.52583,,,
672,PG-Strom,F,F,F,64,2080ti,-,4,Q13,T,T,1,0,6,2,2,F,T,,,,,,,,x,,,,
673,PG-Strom,F,F,F,64,2080ti,-,4,Q14,T,F,1,4,6,2,2,T,F,345924.95,384839.88,9937,74,46519.4,,3436431,3990.296,7.9221,,,
674,PG-Strom,F,F,F,64,2080ti,-,4,Q15,T,T,1,4,8,2,2,F,T,343532.56,376329.99,9381,66,102520.24,,1923527,2609.227,6.43184,,,
675,PG-Strom,F,F,F,64,2080ti,-,4,Q16,T,T,1,0,8,3,3,F,T,68142.31,66061.53,2037,14,16764.52,,1755190,2088.413,6.64349,,,
676,PG-Strom,F,F,F,64,2080ti,-,4,Q17,T,T,2,3,6,3,2,F,F,686629.92,690264.97,30270,315,589769.59,,7620451,8302.782,8.36593,,,
677,PG-Strom,F,F,F,64,2080ti,-,4,Q19,T,F,1,6,10,2,2,F,F,342727.09,381716.51,3563,67,96991.5,,3523550,4053.933,7.27653,,,
678,PG-Strom,F,F,F,64,2080ti,-,4,Q21,T,T,3,4,16,6,4,F,T,416614.3,406348.47,10872,80,97809.12,,4408348,4809.24,6.8075,,,
679,PG-Strom,F,F,F,64,2080ti,-,4,Q22,T,T,0,0,4,3,2,F,T,15450.46,11445.96,269,3,1811.64,,1762292,2147.144,5.43986,,,
681,PG-Strom,F,F,F,64,2080ti,-,8,Q2,T,T,8,0,16,10,5,F,T,173119.53,148201.95,4981,44,81993.44,,1580069,2052.782,11.45917,,,
682,PG-Strom,F,F,F,64,2080ti,-,8,Q3,T,F,2,4,10,3,3,F,T,848288.36,847827.05,21211,160,228395.95,,4300461,4803.59,7.25334,,,
683,PG-Strom,F,F,F,64,2080ti,-,8,Q4,T,T,0,3,7,2,2,F,T,164396.4,173104.57,3234,31,24397.55,,1462941,1955.331,5.45924,,,
684,PG-Strom,F,F,F,64,2080ti,-,8,Q5,T,F,5,4,16,6,6,F,T,942941.22,944970.67,33975,162,401648.26,,10954097,11916.855,10.12363,,,
685,PG-Strom,F,F,F,64,2080ti,-,8,Q6,T,F,0,4,4,1,1,F,F,657424.38,660538.23,13727,251,249169.38,,2740731,3231.019,6.18528,,,
686,PG-Strom,F,F,F,64,2080ti,-,8,Q7,T,T,5,5,15,6,5,F,T,832934.79,825593.73,21748,155,197249,,6875951,7586.427,6.9814,,,
687,PG-Strom,F,F,F,64,2080ti,-,8,Q8,T,T,7,5,19,8,8,T,T,864135.83,880164.61,26317,161,227541.55,,9514268,10396.066,7.28389,,,
688,PG-Strom,F,F,F,64,2080ti,-,8,Q9,T,T,5,6,16,6,6,F,T,867970.35,853259.25,25761,156,296039.86,,9466400,10165.07,6.69899,,,
689,PG-Strom,F,F,F,64,2080ti,-,8,Q10,T,F,3,4,16,4,4,F,T,841798.85,859449.56,17988,154,274548.9,,5270422,5740.682,6.57513,,,
690,PG-Strom,F,F,F,64,2080ti,-,8,Q11,T,T,4,0,8,6,3,F,T,206072.41,180374.7,4985,64,61025.56,,1238729,1700.885,7.84573,,,
691,PG-Strom,F,F,F,64,2080ti,-,8,Q12,T,F,1,5,7,2,2,T,T,805864.47,913667.54,9316,189,145623.83,,6469744,7353.198,7.73121,,,
692,PG-Strom,F,F,F,64,2080ti,-,8,Q14,T,F,1,4,6,2,2,T,F,687234.42,770965.42,19931,139,86498.13,,6078446,6903.904,8.24338,,,
693,PG-Strom,F,F,F,64,2080ti,-,8,Q15,T,T,1,4,8,2,2,F,T,665524.6,741477.17,23417,127,270754.9,,3491860,4149.003,6.40822,,,
694,PG-Strom,F,F,F,64,2080ti,-,8,Q16,T,T,1,0,8,3,3,F,T,131380.44,131824.05,3682,25,35796.98,,3401732,3715.322,6.64546,,,
695,PG-Strom,F,F,F,64,2080ti,-,8,Q17,T,T,2,3,6,3,2,F,F,1356820,1387000,60202,624,730683.12,,14621502,15572.507,8.43152,,,
696,PG-Strom,F,F,F,64,2080ti,-,8,Q19,T,F,1,6,10,2,2,F,F,666572.44,768340.6,6780,130,185801.01,,6382498,7055.763,7.27309,,,
697,PG-Strom,F,F,F,64,2080ti,-,8,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,err,,,,
698,PG-Strom,F,F,F,64,2080ti,-,8,Q22,T,T,0,0,4,3,2,F,T,31325.96,23015.78,606,6,5432.9,,3459371,3833.707,5.41277,,,
699,PG-Strom,F,F,F,64,2080ti,-,16,Q1,T,F,0,7,7,1,1,F,T,1347840,1338160,50664,991,3112170,,6905495,7194.718,6.42174,,,
700,PG-Strom,F,F,F,64,2080ti,-,16,Q2,T,T,8,0,16,10,5,F,T,265088.7,247488.96,9261,62,124239.8,,8454803,8969.111,8.25327,,,
701,PG-Strom,F,F,F,64,2080ti,-,16,Q3,T,F,2,4,10,3,3,F,T,1681410,1727560,45808,314,318248.17,,8328035,8869.246,7.98777,,,
702,PG-Strom,F,F,F,64,2080ti,-,16,Q4,T,T,0,3,7,2,2,F,T,311228.22,346490.48,7777,59,37695.69,,2675187,3357.599,5.36421,,,
703,PG-Strom,F,F,F,64,2080ti,-,16,Q5,T,F,5,4,16,6,6,F,T,,,,,,,,-,,,,
704,PG-Strom,F,F,F,64,2080ti,-,16,Q6,T,F,0,4,4,1,1,F,F,1322400,1326050,22063,499,651815.44,,5239869,6007.934,6.21905,,,
705,PG-Strom,F,F,F,64,2080ti,-,16,Q7,T,T,5,5,15,6,5,F,T,1688160,1703910,45042,316,486450.14,,13370394,14625.642,7.88269,,,
706,PG-Strom,F,F,F,64,2080ti,-,16,Q8,T,T,7,5,19,8,8,T,T,,,,,,,,err,,,,
707,PG-Strom,F,F,F,64,2080ti,-,16,Q9,T,T,5,6,16,6,6,F,T,1758080,1777370,50528,315,592675.45,,20808430,21955.171,7.80929,,,
708,PG-Strom,F,F,F,64,2080ti,-,16,Q10,T,F,3,4,16,4,4,F,T,1673660,1737060,41418,305,393825.31,,10157444,10920.886,7.11294,,,
709,PG-Strom,F,F,F,64,2080ti,-,16,Q11,T,T,4,0,8,6,3,F,T,403151.8,386809.84,9628,119,95674.82,,2219895,2785.599,8.00033,,,
710,PG-Strom,F,F,F,64,2080ti,-,16,Q12,T,F,1,5,7,2,2,T,T,1602290,1843260,17718,366,273663.19,,12490931,13978.728,7.50622,,,
711,PG-Strom,F,F,F,64,2080ti,-,16,Q14,T,F,1,4,6,2,2,T,F,1350680,1557960,39230,270,164873.4,,11845601,13173.269,8.76028,,,
712,PG-Strom,F,F,F,64,2080ti,-,16,Q15,T,T,1,4,8,2,2,F,T,1314710,1486420,46367,250,534774.35,,6701987,7674.24,6.4333,,,
713,PG-Strom,F,F,F,64,2080ti,-,16,Q16,T,T,1,0,8,3,3,F,T,258519.12,264442.85,7376,47,72031.65,,6753964,7185.704,6.63915,,,
714,PG-Strom,F,F,F,64,2080ti,-,16,Q17,T,T,2,3,6,3,2,F,F,1344420,1406850,73028,994,840818.78,,17078240,17964.533,8.00493,,,
715,PG-Strom,F,F,F,64,2080ti,-,16,Q19,T,F,1,6,10,2,2,F,F,1343630,1549690,13271,257,382143.93,,12417206,13660.506,7.58932,,,
716,PG-Strom,F,F,F,64,2080ti,-,16,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,err,,,,
717,PG-Strom,F,F,F,64,2080ti,-,16,Q22,T,T,0,0,4,3,2,F,T,54062.85,46171.25,1028,10,7919.13,,7207314,7599.208,5.40043,,,
718,PG-Strom,F,F,F,64,2080ti,-,32,Q1,T,F,0,7,7,1,1,F,T,2680350,2721830,98227,1975,6146550,,13197836,12743.142,6.21207,,,
719,PG-Strom,F,F,F,64,2080ti,-,32,Q2,T,T,8,0,16,10,5,F,T,516919.9,510685.62,18507,117,243598.08,,18991693,19220.958,7.97546,,,
720,PG-Strom,F,F,F,64,2080ti,-,32,Q3,T,F,2,4,10,3,3,F,T,3331640,3422300,82412,622,1090020,,16502417,17614.394,7.39434,,,
721,PG-Strom,F,F,F,64,2080ti,-,32,Q4,T,T,0,3,7,2,2,F,T,608509.95,684965.48,13145,115,169919.87,,6422131,7407.336,5.38585,,,
722,PG-Strom,F,F,F,64,2080ti,-,32,Q5,T,F,5,4,16,6,6,F,T,,,,,,,,-,,,,
723,PG-Strom,F,F,F,64,2080ti,-,32,Q6,T,F,0,4,4,1,1,F,F,2643660,2678180,47401,991,1256570,,10371887,10969.08,6.54388,,,
724,PG-Strom,F,F,F,64,2080ti,-,32,Q7,T,T,5,5,15,6,5,F,T,3360830,3434900,97503,624,872611.76,,25788212,27847.437,8.95853,,,
725,PG-Strom,F,F,F,64,2080ti,-,32,Q8,T,T,7,5,19,8,8,T,T,,,,,,,,err,,,,
726,PG-Strom,F,F,F,64,2080ti,-,32,Q9,T,T,5,6,16,6,6,F,T,4014500,4051940,137974,701,1573580,,34442150,36840.616,9.25796,,,
727,PG-Strom,F,F,F,64,2080ti,-,32,Q10,T,F,3,4,16,4,4,F,T,3334010,3463870,68498,607,1326670,,20442699,21624.416,6.78939,,,
728,PG-Strom,F,F,F,64,2080ti,-,32,Q11,T,T,4,0,8,6,3,F,T,808965.09,800625.59,19316,230,164621.21,,3895582,4643.746,7.98925,,,
729,PG-Strom,F,F,F,64,2080ti,-,32,Q12,T,F,1,5,7,2,2,T,T,3185860,3698920,34943,722,587760.28,,24489677,26859.36,7.58081,,,
730,PG-Strom,F,F,F,64,2080ti,-,32,Q14,T,F,1,4,6,2,2,T,F,2665130,3142360,77580,532,327914.43,,22902571,25275.294,7.97264,,,
731,PG-Strom,F,F,F,64,2080ti,-,32,Q15,T,T,1,4,8,2,2,F,T,2617090,2946810,83120,495,1490470,,13070436,14283.745,6.51917,,,
732,PG-Strom,F,F,F,64,2080ti,-,32,Q16,T,T,1,0,8,3,3,F,T,516864.31,529687.27,15751,93,143938.13,,13249553,14006.014,7.84581,,,
733,PG-Strom,F,F,F,64,2080ti,-,32,Q17,T,T,2,3,6,3,2,F,F,,,,,,,,err,,,,
734,PG-Strom,F,F,F,64,2080ti,-,32,Q19,T,F,1,6,10,2,2,F,F,2673020,3111300,26258,511,744875.32,,24027390,26347.818,7.33571,,,
735,PG-Strom,F,F,F,64,2080ti,-,32,Q21,T,T,3,4,16,6,4,F,T,,,,,,,,err,,,,
736,PG-Strom,F,F,F,64,2080ti,-,32,Q22,T,T,0,0,4,3,2,F,T,91981.63,92599.27,1788,17,15392.28,,14861381,15216.982,5.57326,,,
737,PG-Strom,F,F,F,64,2080ti,-,64,Q1,T,F,0,7,7,1,1,F,T,5280440,5498970,209452,3941,12719760,,67518174,62370.738,5.93162,,,
738,PG-Strom,F,F,F,64,2080ti,-,64,Q2,T,T,8,0,16,10,5,F,T,1029640,1036640,36221,221,463439.7,,38026236,38798.704,8.12109,,,
739,PG-Strom,F,F,F,64,2080ti,-,64,Q3,T,F,2,4,10,3,3,F,T,6618550,7002480,164006,1242,2509600,,63348755,63626.964,7.43741,,,
740,PG-Strom,F,F,F,64,2080ti,-,64,Q4,T,T,0,3,7,2,2,F,T,1190980,1378900,30747,227,108861.33,,90060891,88537.448,5.39724,,,
741,PG-Strom,F,F,F,64,2080ti,-,64,Q5,T,F,5,4,16,6,6,F,T,,,,,,,,-,,,,
742,PG-Strom,F,F,F,64,2080ti,-,64,Q6,T,F,0,4,4,1,1,F,F,5217000,5494070,101459,1973,2622500,,48190704,51957.028,6.58197,,,
743,PG-Strom,F,F,F,64,2080ti,-,64,Q7,T,T,5,5,15,6,5,F,T,6685740,6922090,194185,1243,1982530,,74544045,74831.962,8.56426,,,
744,PG-Strom,F,F,F,64,2080ti,-,64,Q8,T,T,7,5,19,8,8,T,T,6817310,7206180,168548,1278,2432480,,62663008,60815.36,9.6392,,,
745,PG-Strom,F,F,F,64,2080ti,-,64,Q9,T,T,5,6,16,6,6,F,T,8000160,8277150,275559,1395,3244730,,91559853,94101.184,9.34451,,,
746,PG-Strom,F,F,F,64,2080ti,-,64,Q10,T,F,3,4,16,4,4,F,T,6710960,7190040,165083,1242,2933340,,68067146,67454.939,8.80449,,,
747,PG-Strom,F,F,F,64,2080ti,-,64,Q11,T,T,4,0,8,6,3,F,T,1610350,1634150,38074,454,328201.92,,7781243,8427.207,10.01849,,,
748,PG-Strom,F,F,F,64,2080ti,-,64,Q12,T,F,1,5,7,2,2,T,T,6353060,7416610,71630,1442,1059830,,62591337,65611.724,9.25617,,,
749,PG-Strom,F,F,F,64,2080ti,-,64,Q14,T,F,1,4,6,2,2,T,F,5338370,6284520,159222,1058,661421.96,,59941871,63008.072,8.00717,,,
750,PG-Strom,F,F,F,64,2080ti,-,64,Q15,T,T,1,4,8,2,2,F,T,5241620,6196430,207583,989,1313500,,50461279,48018.009,7.17804,,,
751,PG-Strom,F,F,F,64,2080ti,-,64,Q16,T,T,1,0,8,3,3,F,T,1037800,1069920,30972,185,297343.1,,27116503,28903.203,7.8638,,,
752,PG-Strom,F,F,F,64,2080ti,-,64,Q19,T,F,1,6,10,2,2,F,F,5336610,6235640,52499,1020,1456160,,63066797,65289.059,8.52507,,,
753,PG-Strom,F,F,F,64,2080ti,-,64,Q22,T,T,0,0,4,3,2,F,T,173770.49,184014.9,3764,32,41572.7,,30093153,30749.019,6.15636,,,
754,PG-Strom,F,F,F,64,2080ti,-,128,Q1,T,F,0,7,7,1,1,F,T,10564930,10970630,366434,7871,25403670,,127635656,114163.21,7.21881,,,
755,PG-Strom,F,F,F,64,2080ti,-,128,Q2,T,T,8,0,16,10,5,F,T,2070280,2083560,69976,434,1016500,,76403979,78050.398,9.10208,,,
756,PG-Strom,F,F,F,64,2080ti,-,128,Q3,T,F,2,4,10,3,3,F,T,13232130,13985620,323360,2480,5338130,,123608425,122191.995,8.51241,,,
757,PG-Strom,F,F,F,64,2080ti,-,128,Q4,T,T,0,3,7,2,2,F,T,2363920,2757510,65912,452,221109.36,,174043152,174373.739,6.00446,,,
758,PG-Strom,F,F,F,64,2080ti,-,128,Q6,T,F,0,4,4,1,1,F,F,10433820,11053320,208421,3941,4756420,,93145153,91446.162,7.12485,,,
759,PG-Strom,F,F,F,64,2080ti,-,128,Q7,T,T,5,5,15,6,5,F,T,13346560,13852660,382282,2480,4528530,,141863929,141312.8,8.61246,,,
760,PG-Strom,F,F,F,64,2080ti,-,128,Q8,T,T,7,5,19,8,8,T,T,13609030,14372680,304748,2549,5889650,,118520062,120792.15,9.70473,,,
761,PG-Strom,F,F,F,64,2080ti,-,128,Q9,T,T,5,6,16,6,6,F,T,11184030,11883710,255263,2303,3968390,,228902434,232370.095,8.93597,,,
762,PG-Strom,F,F,F,64,2080ti,-,128,Q10,T,F,3,4,16,4,4,F,T,12925030,13913920,293391,2420,4518360,,140004988,139674.165,8.04099,,,
763,PG-Strom,F,F,F,64,2080ti,-,128,Q11,T,T,4,0,8,6,3,F,T,3220340,3275680,68989,900,876876.27,,15729910,16815.918,10.75496,,,
764,PG-Strom,F,F,F,64,2080ti,-,128,Q12,T,F,1,5,7,2,2,T,T,12757810,14868120,143857,2871,2363380,,129097405,137828.14,8.68839,,,
765,PG-Strom,F,F,F,64,2080ti,-,128,Q14,T,F,1,4,6,2,2,T,F,10485430,12492410,306995,2018,3233880,,105602121,107643.724,8.22287,,,
766,PG-Strom,F,F,F,64,2080ti,-,128,Q15,T,T,1,4,8,2,2,F,T,10480400,12455310,423368,1974,2274420,,104086101,103496.57,7.28042,,,
767,PG-Strom,F,F,F,64,2080ti,-,128,Q16,T,T,1,0,8,3,3,F,T,2082600,2159350,62274,367,589513.43,,56590315,58783.209,8.69352,,,
768,PG-Strom,F,F,F,64,2080ti,-,128,Q19,T,F,1,6,10,2,2,F,F,10902930,11561620,218498,4007,5364490,,103027378,102056.445,9.45551,,,
769,PG-Strom,F,F,F,64,2080ti,-,128,Q22,T,T,0,0,4,3,2,F,T,332414.57,367080,6885,61,115531.2,,61013122,61126.525,6.30942,,,
770,PG-Strom,F,F,F,32,2080ti,-,1,Q1,T,F,0,7,7,1,1,F,T,87064.12,71168.64,7862,69,190567.19,,462607,934.202,6.23981,,,
771,PG-Strom,F,F,F,32,2080ti,-,1,Q2,T,T,8,0,16,10,5,F,T,15212,2665.97,547,4,4280.52,,309603,686.732,5.43874,,,
772,PG-Strom,F,F,F,32,2080ti,-,1,Q3,T,F,2,4,10,3,3,F,T,109438.22,100778.33,3005,23,8488.31,,1995341,2371.004,6.45171,,,
773,PG-Strom,F,F,F,32,2080ti,-,1,Q4,T,T,0,3,7,2,2,F,T,28850.79,21462.15,327,6,1764.73,,339139,725.515,5.58642,,,
774,PG-Strom,F,F,F,32,2080ti,-,1,Q5,T,F,5,4,16,6,6,F,T,22961.18,684.032,1220,11,12800.37,,405237,809.732,10.73063,,,
775,PG-Strom,F,F,F,32,2080ti,-,1,Q6,T,F,0,4,4,1,1,F,F,85244.74,69921.99,2243,37,33005.43,,486724,843.088,6.1723,,,
